Name,Link,Podcast,Number,LÃ¶schen?,Kein Podcast?,Privat?,Zeile OK?,100.00%,Podcasts bis jetzt (zum nachschlagen):,
jc15.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/jc15.txt,JC,15,,,,TRUE,,,
jc16.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/jc16.txt,JC,16,,,,TRUE,,,
jc17.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/jc17.txt,JC,17,,,,TRUE,,,
jc18.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/jc18.txt,JC,18,,,,TRUE,,,
jc19.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/jc19.txt,JC,19,,,,TRUE,,,
jc20.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/jc20.txt,JC,20,,,,TRUE,,,
LC004.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LC004.txt,LC,4,,,,TRUE,,,
LL-01-10-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-01-10-12.txt,LL,01-10-12,,,,TRUE,,,
LL-03-09-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-03-09-12.txt,LL,03-09-12,,,,TRUE,,,
LL-05-07-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-05-07-12.txt,LL,05-07-12,,,,TRUE,,,
LL-11-06-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-11-06-12.txt,LL,11-06-12,,,,TRUE,,,
LL-12-07-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-12-07-12.txt,LL,12-07-12,,,,TRUE,,,
LL-23-04-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-23-04-12.txt,LL,23-04-12,,,,TRUE,,,
LL-24-09-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-24-09-12.txt,LL,24-09-12,,,,TRUE,,,
LL-27-12-12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/LL-27-12-12.txt,LL,27-12-12,,,,TRUE,,,
mitmachen-v2.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/mitmachen-v2.txt,,,,x,,TRUE,,,
MM081.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM081.txt,mm,81,,,,TRUE,,,
MM084.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM084.txt,mm,84,,,,TRUE,,,
MM085.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM085.txt,mm,85,,,,TRUE,,,
MM086gekuerzt.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM086gekuerzt.txt,mm,86,,,,TRUE,,,
MM086.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM086.txt,mm,,x,,,TRUE,,,
MM087.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM087.txt,mm,87,,,,TRUE,,,
MM088.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM088.txt,mm,88,,,,TRUE,,,
MM094gekuerzt.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM094gekuerzt.txt,mm,94,,,,TRUE,,,
MM094.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM094.txt,mm,,x,,,TRUE,,,
MM096.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM096.txt,mm,96,,,,TRUE,,,
MM097gekuerzt.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM097gekuerzt.txt,mm,97,,,,TRUE,,,
MM097.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM097.txt,mm,,x,,,TRUE,,,
MM-098.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM-098.txt,mm,98,,,,TRUE,,,
MM099.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM099.txt,mm,99,,,,TRUE,,,
MM100.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM100.txt,mm,100,,,,TRUE,,,
MM101.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM101.txt,mm,101,,,,TRUE,,,
MM102.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM102.txt,mm,102,,,,TRUE,,,
MM103.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM103.txt,mm,103,,,,TRUE,,,
MM104.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM104.txt,mm,104,,,,TRUE,,,
MM105.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM105.txt,mm,105,,,,TRUE,,,
MM106.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM106.txt,mm,106,,,,TRUE,,,
MM107.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM107.txt,mm,107,,,,TRUE,,,
mm-20089.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/mm-20089.txt,mm,89,,,,TRUE,,,
MM90.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM90.txt,mm,90,,,,TRUE,,,
MM91.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM91.txt,mm,91,,,,TRUE,,,
MM92.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM92.txt,mm,92,,,,TRUE,,,
MM93.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM93.txt,mm,93,,,,TRUE,,,
MM95gekuerzt.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM95gekuerzt.txt,mm,95,,,,TRUE,,,
MM95.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM95.txt,mm,,x,,,TRUE,,,
MMrelive-002.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-002.txt,mm,2,,,,TRUE,,,
MMrelive-003.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-003.txt,mm,3,,,,TRUE,,,
MMrelive-004.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-004.txt,mm,4,,,,TRUE,,,
MMrelive-005.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-005.txt,mm,5,,,,TRUE,,,
MMrelive-006.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-006.txt,mm,6,,,,TRUE,,,
MMrelive-007.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-007.txt,mm,7,,,,TRUE,,,
MMrelive-008.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-008.txt,mm,8,,,,TRUE,,,
MMrelive-009.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-009.txt,mm,9,,,,TRUE,,,
MMrelive-010.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-010.txt,mm,10,,,,TRUE,,,
MMrelive-011.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-011.txt,mm,11,,,,TRUE,,,
MMrelive-012.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MMrelive-012.txt,mm,12,,,,TRUE,,,
MM-Shownotes.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MM-Shownotes.txt,,,,x,,TRUE,,,
mobilemacs-20089.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/mobilemacs-20089.txt,mm,89,,,,TRUE,,,
MW001.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/MW001.txt,mw,1,,,,TRUE,,,
NG67.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NG67.txt,ng,67,,,,TRUE,,,
NG68.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NG68.txt,ng,68,,,,TRUE,,,
NSFW048.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW048.txt,nsfw,48,,,,TRUE,,,
NSFW049.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW049.txt,nsfw,49,,,,TRUE,,,
NSFW050.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW050.txt,nsfw,50,,,,TRUE,,,
NSFW051.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW051.txt,nsfw,51,,,,TRUE,,,
NSFW052.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW052.txt,nsfw,52,,,,TRUE,,,
NSFW053.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW053.txt,nsfw,53,,,,TRUE,,,
NSFW054.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW054.txt,nsfw,54,,,,TRUE,,,
nsfw055gekuerzt.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/nsfw055gekuerzt.txt,nsfw,55,,,,TRUE,,,
NSFW055.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW055.txt,nsfw,,x,,,TRUE,,,
NSFW061-2.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW061-2.txt,nsfw,,x,,,TRUE,,,
NSFW061.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW061.txt,nsfw,61,,,,TRUE,,,
NSFW062.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW062.txt,nsfw,62,,,,TRUE,,,
NSFW063.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW063.txt,nsfw,63,,,,TRUE,,,
NSFW064.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW064.txt,nsfw,64,,,,TRUE,,,
NSFW065.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW065.txt,nsfw,65,,,,TRUE,,,
NSFW41.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW41.txt,nsfw,41,,,,TRUE,,,
NSFW44.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW44.txt,nsfw,44,,,,TRUE,,,
NSFW45.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW45.txt,nsfw,45,,,,TRUE,,,
NSFW46.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW46.txt,nsfw,46,,,,TRUE,,,
NSFW47.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW47.txt,nsfw,47,,,,TRUE,,,
NSFW56.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW56.txt,nsfw,56,,,,TRUE,,,
NSFW57.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW57.txt,nsfw,57,,,,TRUE,,,
NSFW58.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW58.txt,nsfw,58,,,,TRUE,,,
NSFW59.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW59.txt,nsfw,59,,,,TRUE,,,
NSFW60.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW60.txt,nsfw,60,,,,TRUE,,,
NSFW61-1.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW61-1.txt,nsfw,,x,,,TRUE,,,
NSFW66.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/NSFW66.txt,nsfw,66,,,,TRUE,,,
OG-Higgs.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/OG-Higgs.txt,wrint,85,,,,TRUE,,,
podcast-archiv.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/podcast-archiv.txt,,,,x,,TRUE,,,
podlove-shownotes-format.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/podlove-shownotes-format.txt,,,,x,,TRUE,,,
ponytime19.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ponytime19.txt,PONY,19,,,,TRUE,,,
ponytime.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ponytime.txt,PONY,18,,,,TRUE,,,
PP18.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/PP18.txt,pp,18,,,,TRUE,,,
PP-23.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/PP-23.txt,pp,23,,,,TRUE,,,
ProjektVorstellung.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ProjektVorstellung.txt,,,,x,,TRUE,,,
pt007.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/pt007.txt,psyt,7,,,,TRUE,,,
pt008.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/pt008.txt,psyt,8,,,,TRUE,,,
pt11.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/pt11.txt,psyt,11,,,,TRUE,,,
PT-6.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/PT-6.txt,psyt,6,,,,TRUE,,,
PT-9.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/PT-9.txt,psyt,9,,,,TRUE,,,
Pub-15-03.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Pub-15-03.txt,pp,24,,,,TRUE,,,
PW29c3.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/PW29c3.txt,,,,x,,TRUE,,,
RA01.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA01.txt,wrint,66,,,,TRUE,,,
RA02.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA02.txt,wrint,69,,,,TRUE,,,
ra08.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra08.txt,wrint,100,,,,TRUE,,,
ra11.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra11.txt,wrint,104,,,,TRUE,,,
ra12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra12.txt,wrint,105,,,,TRUE,,,
ra13.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra13.txt,wrint,107,,,,TRUE,,,
ra14.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra14.txt,wrint,108,,,,TRUE,,,
ra15.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra15.txt,wrint,112,,,,TRUE,,,
ra17.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra17.txt,wrint,116,,,,TRUE,,,
ra18.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra18.txt,wrint,119,,,,TRUE,,,
ra19.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra19.txt,wrint,120,,,,TRUE,,,
ra20.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra20.txt,wrint,112,,,,TRUE,,,
ra21.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra21.txt,wrint,125,,,,TRUE,,,
ra22.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra22.txt,wrint,127,,,,TRUE,,,
ra23.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra23.txt,wrint,130,,,,TRUE,,,
ra24.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra24.txt,wrint,132,,,,TRUE,,,
ra25.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra25.txt,wrint,135,,,,TRUE,,,
ra26.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra26.txt,wrint,138,,,,TRUE,,,
ra27.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra27.txt,wrint,140,,,,TRUE,,,
ra28.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra28.txt,wrint,143,,,,TRUE,,,
ra29.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra29.txt,wrint,146,,,,TRUE,,,
ra30.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/ra30.txt,wrint,148,,,,TRUE,,,
RA31.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA31.txt,wrint,151,,,,TRUE,,,
RA32.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA32.txt,wrint,153,,,,TRUE,,,
RA33.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA33.txt,wrint,155,,,,TRUE,,,
RA34.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA34.txt,wrint,159,,,,TRUE,,,
RA35.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA35.txt,wrint,163,,,,TRUE,,,
RA3.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/RA3.txt,wrint,71,,,,TRUE,,,
republicabrainstormplanung.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/republicabrainstormplanung.txt,,,,x,,TRUE,,,
SCSP046.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/SCSP046.txt,scsp,46,,,,TRUE,,,
SCSP047.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/SCSP047.txt,scsp,47,,,,TRUE,,,
SCSP048.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/SCSP048.txt,scsp,48,,,,TRUE,,,
sk10.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/sk10.txt,rm,10,,,,TRUE,,,
Template.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Template.txt,,,,x,,TRUE,,,
wg039.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wg039.txt,wg,39,,,,TRUE,,,
wg040.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wg040.txt,wg,40,,,,TRUE,,,
wg041.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wg041.txt,wg,41,,,,TRUE,,,
WMR036.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/WMR036.txt,wmr,36,,,,TRUE,,,
WMR48.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/WMR48.txt,wmr,48,,,,TRUE,,,
wmr49.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wmr49.txt,wmr,49,,,,TRUE,,,
WMR63.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/WMR63.txt,wmr,63,,,,TRUE,,,
wr057.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wr057.txt,wrint,57,,,,TRUE,,,
wr064.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wr064.txt,wrint,64,,,,TRUE,,,
wr069.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wr069.txt,wrint,69,,,,TRUE,,,
wr075.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wr075.txt,wrint,75,,,,TRUE,,,
wr080.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wr080.txt,wrint,80,,,,TRUE,,,
wr081.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wr081.txt,wrint,81,,,,TRUE,,,
wr118.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wr118.txt,wrint,118,,,,TRUE,,,
WR133.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/WR133.txt,wrint,133,,,,TRUE,,,
WR91.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/WR91.txt,wrint,91,,,,TRUE,,,
wrint-104.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint-104.txt,wrint,104,,,,TRUE,,,
wrint-105.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint-105.txt,wrint,105,,,,TRUE,,,
wrint-106.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint-106.txt,wrint,106,,,,TRUE,,,
wrint13.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint13.txt,wrint,13,,,,TRUE,,,
wrint16.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint16.txt,wrint,16,,,,TRUE,,,
wrint-20103.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint-20103.txt,wrint,103,,,,TRUE,,,
wrint23.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint23.txt,wrint,23,,,,TRUE,,,
wrint28.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint28.txt,wrint,28,,,,TRUE,,,
wrint29.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint29.txt,wrint,29,,,,TRUE,,,
wrint30.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint30.txt,wrint,30,,,,TRUE,,,
wrint31.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint31.txt,wrint,31,,,,TRUE,,,
wrint32.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint32.txt,wrint,32,,,,TRUE,,,
wrint33.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint33.txt,wrint,33,,,,TRUE,,,
wrint34.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint34.txt,wrint,34,,,,TRUE,,,
wrint36.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrint36.txt,wrint,36,,,,TRUE,,,
wrinteuropa.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrinteuropa.txt,wrint,162,,,,TRUE,,,
Wrintheit10.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit10.txt,wrint,34,,,,TRUE,,,
Wrintheit11.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit11.txt,wrint,38,,,,TRUE,,,
Wrintheit12.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit12.txt,wrint,41,,,,TRUE,,,
wrintheit14.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrintheit14.txt,wrint,49,,,,TRUE,,,
wrintheit15.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrintheit15.txt,wrint,53,,,,TRUE,,,
Wrintheit16.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit16.txt,wrint,56,,,,TRUE,,,
Wrintheit17.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit17.txt,wrint,68,,,,TRUE,,,
wrintheit20.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrintheit20.txt,wrint,83,,,,TRUE,,,
wrintheit21.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrintheit21.txt,wrint,92,,,,TRUE,,,
wrintheit22.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/wrintheit22.txt,wrint,95,,,,TRUE,,,
Wrintheit35.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit35.txt,wrint,161,,,,TRUE,,,
Wrintheit9.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit9.txt,wrint,33,,,,TRUE,,,
Wrintheit-XIX.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit-XIX.txt,wrint,61,,,,TRUE,,,
Wrintheit-XVIII.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit-XVIII.txt,wrint,57,,,,TRUE,,,
Wrintheit-XVII.txt,https://github.com/shownotes/shownot.es/blob/master/archive/piratenpad/Wrintheit-XVII.txt,wrint,68,,,,TRUE,,,